mid,bid,created_at,text_preview,reposts,comments,attitudes,media_type,has_video,page_title,is_collab,collab_partner,collab_category,classified_by
4855715396850718,MnnpxsKbs,2023-01-08T11:10:28+00:00,#2022全球总决赛# 终局之战将于1月6日-1月8日重磅开赛！ 斗鱼明星主播@呆妹儿小霸王 、@不是毒奶色我是专业解说黄旭东 、@拱火天王孙一峰 、@浪子断丷 、@Dy花老湿 、@我是艺帝帝啊 组成,105,156,409,image,0,#2022全球总决赛#,0,,,rule
4855622182375659,MnkZc9Y15,2023-01-08T05:00:04+00:00,#和平精英##次元大赏# 如果感到快乐你就跳跳舞~ 一招精准制敌，让敌人无处遁形 特种兵们快去渔村的迷宫楼「获取盔仔跳舞手雷」，一招制服敌人吧~#和平精英新春园林#  更多有趣的视频内容，快前往#和平,106,136,378,video,1,和平精英的微博视频,0,,,gpt
4855320179902484,Mnd85Fy5u,2023-01-07T09:00:00+00:00,#和平精英新春园林##PEL江南才子# 一园一世界，新局跃新年 这个新年，和平精英在线下复刻了新版本中的新春园林体验，把苏州耦园装点成了一幅可以逛的新春年画园。 在这里，特种兵们可以Get苏州话版的和,106,156,399,video,1,和平精英的微博视频,0,,,gpt
4855277360251897,Mnc1213wR,2023-01-07T06:09:51+00:00,#管泽元解说全球总决赛#｜#2022PMGC全球总决赛#【2022 全球总决赛】赛程赛制2022 全球总决赛火热进行中，鸡仔一张图带你了解所有信息！赛事看点-中国PEL赛区@狼队电竞和平精英分部 @上,103,124,364,image,0,#管泽元解说全球总决赛#,0,,,rule
4855259786119205,MnbyGpFSR,2023-01-07T05:00:02+00:00,#和平精英##次元大赏# 新版本的爆破上尉到底有多强？ 这么强悍的道具减伤效果，鸡仔真的爱了！ 特种兵们觉得「超体队伍必备的角色」有哪些呢？评论区一起探讨一下呀~#和平精英新春园林#  更多有趣的视频,103,124,356,video,1,和平精英的微博视频,0,,,gpt
4854995540776537,Mn4Gu3g0N,2023-01-06T11:30:00+00:00,#和平精英皮肤返场# | #四级包爆料时刻# 多款套装 「第二弹」1月9日开启限时返场！ 关注@和平精英 转发本条，鸡仔将用@微博抽奖平台 揪6位特种兵每人送出「100Q币」~【梦寻西湖】 套装-相思,469,401,559,image,0,抽奖详情,0,,,gpt
4854987996008352,Mn4ujpd2U,2023-01-06T11:00:01+00:00,#和平精英皮肤返场# | #四级包爆料时刻# 多款套装 「第一弹」1月9日开启限时返场！本次爆料共有两弹，敬请期待！ 关注@和平精英 转发本条，鸡仔将用@微博抽奖平台 揪6位特种兵每人送出「100Q币,541,507,760,image,0,微博抽奖公示,0,,,gpt
4854985513245313,Mn4qjdCfL,2023-01-06T10:50:10+00:00,#和平精英可以盖房了# | #和平精英家园# 周末战场竞技之余，不如约线上好友家里坐坐， 撸撸猫， 喂喂食，跳跳小舞， 聊聊天， 换一种家装风格，也是换一种心情。 周末登录除了海货兑换和空投物资外，还,104,122,346,image,0,#和平精英可以盖房了#,0,,,gpt
4854950242289419,Mn3vq9BA7,2023-01-06T08:30:00+00:00,#鸡仔皮一下##次元大赏#  TA来了！极寒模式回来啦~ 和队友一起烤火、滑雪，快乐这不就来啦~ 特种兵们快来评论区说说「极寒模式还有哪些趣味玩法」吧~鸡仔将用@微博抽奖平台 随机抽取3位特种兵每人送,1027,2206,12768,image,0,2023动漫嘉年华,0,,,gpt
4854942701718828,Mn3jg7d92,2023-01-06T08:00:03+00:00,#谁能夺得2022全球总决赛冠军#丨#2022全球总决赛开赛# 2022全球总决赛将于1月6-1月8日火热打响！16支来自全球各地的豪强战队汇聚一堂，共同竞争2022年全球总决赛冠军荣誉。@狼队电竞和,104,108,333,image,0,#谁能夺得2022全球总决赛冠军#,0,,,rule
4854934790739377,Mn36v36lr,2023-01-06T07:28:37+00:00,#8倍镜重拳出击# 丨 #和平精英# 【外挂作弊及坐挂车封号公告】尊敬的特种兵：大家好，我是《和平精英》安全运营团队的8倍镜，我们致力于打造绿色健康、公平竞技的游戏环境，给特种兵带来更好的游戏体验。通,2,27,373,image,0,#8倍镜重拳出击#,0,,,gpt
4854882294831071,Mn1JPkgMv,2023-01-06T04:00:00+00:00,#和平新年迎新家# 来快手参与内容征集，10万+奖励金等你瓜分！ 和平精英和快手联动举办的【和平精英新年迎新家】主题征集活动来咯~ 上快手，带话题发布相关内容参与投稿，就有机会赢取创作奖励哦~活动还设,103,130,331,image,0,#和平新年迎新家#,1,快手,Brand,gpt
4854852100033122,Mn0X808Ce,2023-01-06T02:00:02+00:00,#和平精英##次元大赏# 打卡广州塔什么最重要？ 当然是带上队友呀！和朋友一起打卡的乐趣，谁去谁知道~ 有哪位特种兵愿意「带鸡仔一起去打卡广州塔」呢？快一起来广州塔打卡吧，鸡仔在这里等你哦~#和平精英,104,131,378,video,1,和平精英的微博视频,0,,,gpt
4854618058654248,MmURDAjmE,2023-01-05T10:30:01+00:00,#四级包爆料时刻# | #和平精英新春园林# 【雨中荷畔 悠游自在】 荷畔行动视频版爆料来啦~ 如今，这支特别会享受生活的【荷畔行动】小队，来到和平精英战术竞技赛场。将独属于她们的悠闲快活，带到了紧张,107,244,788,video,1,和平精英的微博视频,0,,,rule
4854610516511590,MmUFtrjXE,2023-01-05T10:00:04+00:00,#四级包爆料时刻# | #和平精英新春园林# 【雨中荷畔 悠游自在】 荷畔行动将于「1月6日」欢畅登场~ 关注@和平精英 转发本条，鸡仔将用@微博抽奖平台 揪6位特种兵每人送出「100Q币」皮肤基金~,257,216,1187,image,0,抽奖详情,0,,,gpt
4854535011699166,MmSHH781U,2023-01-05T05:00:02+00:00,#和平精英##次元大赏# 假如使用团圆鼓蹦床有段位 鸡仔愿自封“王牌选手”，不接受反驳~ 特种兵们觉得自己「使用团圆鼓蹦床是什么段位」？来一起说说吧，鸡仔在评论区等一位无敌战神玩家的精彩操作分享哦~#,100,147,554,video,1,和平精英的微博视频,0,,,gpt
4854489905104415,MmRwWlpTh,2023-01-05T02:00:48+00:00,#和平精英新赛季# SS21赛季已经到来 让我们在新赛季里一起夺冠捧杯，上分上王牌！【关注+超话发布+评论转发】参与活动，参与活动赢2500Q币奖励！ 活动时间：「1月5日-1月18日」 参与方式一 ,396,1046,31542,image,0,抽奖详情,0,,,gpt
4854202835150532,MmK3VlBT6,2023-01-04T07:00:05+00:00,#8倍镜重拳出击# 丨 #和平精英# 【安全信息公告】尊敬的特种兵：大家好，我是《和平精英》安全运营团队的8倍镜，我们致力于打造绿色健康、公平竞技的游戏环境，给特种兵带来更好的游戏体验。通过游戏中7*,5,147,679,image,0,#8倍镜重拳出击#,0,,,gpt
4854172618853357,MmJhbB9a5,2023-01-04T05:00:00+00:00,#和平精英##次元大赏# 纸鸢飞行器还能这么秀？ 那鸡仔以后势必要从“摇车战”变成“飞机战”了 版本更新以后纸鸢飞行器一度成为特种兵们最喜欢的载具，大家「使用纸鸢飞行器」还有什么精彩操作呢？来分享一下,103,189,606,video,1,和平精英的微博视频,0,,,rule
4853855525278774,MmB1Km9fw,2023-01-03T08:00:00+00:00,#鸡仔皮一下##次元大赏#  鸡仔发现了“六六大顺”区域的小彩蛋~ 打开雕塑，居然让鸡仔拾取到了吉利服！ 特种兵们有没有「在新春园林拾取到吉利服」呢？一起来评论区说说吧，鸡仔将用@微博抽奖平台 随机抽,431,1632,11553,image,0,2023动漫嘉年华,0,,,gpt
4853847976057669,MmAPzppSl,2023-01-03T07:30:00+00:00,#KEI国际邀请赛# 【KEI国际邀请赛S4·和平精英】 1月3日-6日即将开始第一阶段的比赛1月3日赛事预告：⏰比赛时间：19点-24点 激烈的交叉阵营赛即将开启，最终将淘汰两组最后一名 锁定官方直,101,129,365,image,0,#KEI国际邀请赛#,0,,,rule
4853810240173366,MmzQI0J6e,2023-01-03T05:00:03+00:00,#和平精英##次元大赏# 如何在队友面前装高手？ 跟鸡仔学，把高手的操作细节精准拿捏~ 特种兵们觉得大家眼里的高手还有哪些「必备基础操作」呢？来一起探讨一番，顺便让鸡仔涨涨知识吧~#和平精英新春园林#,96,148,429,video,1,和平精英的微博视频,0,,,gpt
4853493137935533,MmrBfxiot,2023-01-02T08:00:00+00:00,#和平精英##次元大赏# 快带上队友一起打卡广州塔~ 摩天轮、灯光展，快看，到处都是粉红泡泡 各位特种兵快「带上队友一起打卡广州塔」，来一波浪漫的邂逅吧~#和平精英新春园林#  更多有趣的视频内容，快,5,95,296,video,1,和平精英的微博视频,0,,,gpt
4853435923438592,Mmq6Yeqxa,2023-01-02T04:12:39+00:00,#和平精英锦绣画团圆# 来快手参与内容征集，瓜分奖励！ 新年新气象，新版本锦绣画团圆玩法上线这么久了，想必特种兵们一定有很多体验想要分享吧！ 上快手，带话题发布新版本玩法相关内容，就有机会赢取奖励哦~,5,59,90,image,0,#和平精英锦绣画团圆#,0,,,gpt
4853084218197326,MmgXHyouW,2023-01-01T04:55:06+00:00,#和平精英##次元大赏# 普通人过春节VS游戏人过春节~ 这波变装必须要把气氛拉满呀！ 各位特种兵快来一起「打卡新版本的祈福年画变装」吧~评论区等一波帅气的打卡图~#和平精英新春园林#  更多有趣的视,107,192,525,video,1,和平精英的微博视频,0,,,gpt
4853040156251063,MmfODqebB,2023-01-01T02:00:01+00:00,#光子鸡##光子鸡新春跨年动画##光子鸡年画大作战# 新春园林跨年动画《光子鸡年画大作战》正在全网热映，大家都看了吗？ 鸡仔还给大家带来了光子鸡漫画小剧场二连更，新的一年，冒险世界也要举办联欢会，光子,104,142,443,image,0,#光子鸡#,0,,,gpt
4852814108431770,Mm9W2znui,2022-12-31T11:01:47+00:00,#虎牙车神杯#  S7冠军之夜今晚18点开幕！ WTB、Rc、电子厂能否守住前三？ 74带领的满编队，往届冠军AE86能否后来居上，黑马战队川家军、BBQ又能否奋起直追？ 敬请锁定虎牙直播间66013,104,141,368,image,0,#虎牙车神杯#,0,,,rule
4852806109897154,Mm9J8FwHw,2022-12-31T10:30:00+00:00,#四级包爆料时刻# | #和平精英新春园林# 【凝落晶莹 素裹银装】 冰凝雪域视频版爆料来啦~ 她们是最好的雪域猎手，是最耐心匍匐的潜行战士，也是最具有持久战经验的战斗行家。 每当【冰凝雪域】战队出现,102,48,895,video,1,和平精英的微博视频,0,,,gpt
4852803593833825,Mm9F5g5lT,2022-12-31T10:20:00+00:00,#PEL江南才子#  来了！ 今天的苏州耦园，化身成了一张可以逛的新春年画！ 由 @VS_神森森  @Tianskrrrrr  @VS挚爱iiiiiii  @Tianba丶Ydd @Tianba天宇 ,335,446,1155,image,0,#PEL江南才子#,0,,,gpt
4852798560407516,Mm9wY1I0Q,2022-12-31T10:00:00+00:00,#四级包爆料时刻# | #和平精英新春园林# 【凝落晶莹 素裹银装】 冰凝雪域将于「1月1日」惊喜登场~ 关注@和平精英 转发本条，鸡仔将用@微博抽奖平台 揪6位特种兵每人送出「100Q币」皮肤基金~,447,189,1050,image,0,微博抽奖公示,0,,,gpt
4852783461961470,Mm98C8egC,2022-12-31T09:00:00+00:00,#鸡仔茶话会##次元大赏#  鸡仔来新春园林赏鱼咯~ 池塘里面有好多鱼，好多好多鱼~ 赏完鱼，鸡仔来考考优秀的特种兵们，来评论区一起回答一下「池塘里有几条鱼」呢？鸡仔将用@微博抽奖平台 随机抽取3位特,422,1235,1581,image,0,2023动漫嘉年华,0,,,gpt
4852760812719399,Mm8y5bprh,2022-12-31T07:30:00+00:00,请回答2022！光子宇宙年度盘点来啦 光子宇宙2022 年度盘点，这些精彩瞬间你们都还记得吗？ 快来和量仔一起回顾今年的高光时刻，未来，我们一起聚光前行吧！ 和平精英的微博视频,103,122,409,video,1,和平精英的微博视频,0,,,gpt
4852753274246347,Mm8lVhOFt,2022-12-31T07:00:03+00:00,#和平精英#【盯上你啦】第53期 【年终盘点】 并肩携手2023 2022年八倍镜和大家共同努力，破获了不少案件！还有辅助破案的猎鹰巡查系统，对待违规行为绝不放过！ 希望在新的一年里能跟大家一起继续加,99,112,333,video,1,和平精英的微博视频,0,,,gpt
4852745713224805,Mm89JdwUZ,2022-12-31T06:30:00+00:00,#2023年打开的第一款游戏#丨 #次元大赏#  新的和平故事即将拉开序幕！ 2022我们哭过、笑过，2023特种兵们也要继续和鸡仔一起走过。 感恩相遇，一路有你！特种兵们，快来评论区「许下你的202,98,119,341,video,1,和平精英的微博视频,0,,,gpt
4852738163487765,Mm7XyeDkh,2022-12-31T06:00:00+00:00,和平精英与跨年爆笑喜剧@电影绝望主夫 联动，电影由常远领衔主演，李嘉琦主演，于2022年12月31日跨年档全国上映。 鸡仔也给各位特种兵们准备了观影福利哦~ 评论区分享「你对电影的惊喜期待」，鸡仔将使,245,128,650,video,1,和平精英的微博视频,1,绝望主夫,Movie,gpt
4852723063204413,Mm7zcdrC5,2022-12-31T05:00:00+00:00,#和平精英##次元大赏# 鸡仔和小白裙一起浪漫登顶啦~ 这浪漫的小气氛，鸡仔忍不住陶醉啦 各位特种兵有没有去「打卡浪漫的广州塔」了呀~别忘记带上小伙伴一起，然后在评论区留下你们的打卡图哦~#和平精英新,104,112,337,video,1,和平精英的微博视频,0,,,gpt
4852716763880721,Mm7p2ghyh,2022-12-31T04:34:58+00:00,#光子鸡##光子鸡新春跨年动画##光子鸡年画大作战# 新春园林跨年动画《光子鸡年画大作战》正在全网热映中，动画原声音乐也正式上架音乐平台了！相信每位看过动画的观众都一定对片中的音乐印象深刻！ 最重要的,101,114,339,image,0,光子鸡,0,,,gpt
4852692867880131,Mm6Mux3YT,2022-12-31T03:00:01+00:00,#鸡仔皮一下##次元大赏# 不会还有人没有拿到灯光展纪念徽章叭~ 还可以开出灯光展专属海岛冰茶哦！ 特种兵们快去广州塔登顶拿灯光展纪念徽章，然后「换取丰厚物资」吧~ 鸡仔正在参与 #微博年度游戏ip#,406,1065,1295,image,0,2023动漫嘉年华,0,,,gpt
4852677999858321,Mm6ovFmBb,2022-12-31T02:00:56+00:00,#和平精英许愿池# | #次元大赏# 不知不觉特种兵们又陪鸡仔走过了一年！ 2023，许我们仍然是我们，新的一年特种兵有什么愿望呢？【关注+转发+超话任务】许愿赢好礼，数码大奖和4000Q币奖励等你领,241,623,1159,image,0,游戏福利中心,0,,,gpt
4852478757327425,Mm1d9uKch,2022-12-30T12:49:13+00:00,#和平精英穿粤了#  和平精英广州文旅重磅联动火热开启中！不仅游戏内可以云游广州塔，鸡仔今日还迫不及待直击广州塔线下现场，感受到了热闹的“穿粤”氛围~ 破次元合照相框、22m²巨幅空降合影墙、空投抽奖,109,153,485,image,0,,1,广州文旅,Other,gpt
4852410722289862,MlZrq9BHg,2022-12-30T08:18:52+00:00,#8倍镜重拳出击# 丨 #和平精英# 【外挂作弊及坐挂车封号公告】尊敬的特种兵：大家好，我是《和平精英》安全运营团队的8倍镜，我们致力于打造绿色健康、公平竞技的游戏环境，给特种兵带来更好的游戏体验。通,2,35,392,image,0,#8倍镜重拳出击#,0,,,gpt
4852405977751439,MlZjLwwvd,2022-12-30T08:00:01+00:00,#鸡仔茶话会##次元大赏#  鸡仔的年画记忆被触发~ 新春园林里的年画也太有年味了叭~ 散落在新春园林各处的年画有没有被特种兵们发现呀，来评论区一起分享一下「属于你的年画记忆」吧，，鸡仔将用@微博抽奖,420,1228,1548,image,0,2023动漫嘉年华,0,,,gpt
4852390882191947,MlYVq9cdZ,2022-12-30T07:00:02+00:00,#和平精英#【盯上你啦】第52期 【猎鹰巡查特别篇】 开启实时巡查模式 各位巡查员，打击违规的方式又升级了！这次推出的【实时巡查功能】，讲究的就是一个判断准，见效快！ 各位巡查员快来参与吧！欢迎带上视,104,117,334,video,1,和平精英的微博视频,0,,,gpt
4852360675600057,MlY8HnuPv,2022-12-30T05:00:00+00:00,#和平精英##次元大赏# 这是谁的呆呆呀~ 蹦蹦跶跶向你飞奔而来，又有爱，又可爱！ 各位特种兵使用「新版本观战功能」了嘛~变身光子鸡小伙伴观战队友可获得不一样的游戏体验喔~#和平精英新春园林#  更多,106,125,497,video,1,和平精英的微博视频,0,,,gpt
4852353138165408,MlXWxygc8,2022-12-30T04:30:03+00:00,#2022和平精英全国大赛# 总决赛宣传片火热来袭！ 落点够稳方能更快上分，另辟蹊径才能更快进圈，讲究战术才能大吉大利！ 从八十亿分之一到百分之一，我们都是来自各行各业的和平精英！我是谁？我是这场硬仗,105,115,322,video,1,和平精英的微博视频,0,,,gpt
4852345575320232,MlXKlmk2c,2022-12-30T04:00:00+00:00,#和平精英# 当鸡仔使用了爱罗语音包以后 有点东西，但好像不太多... 特种兵们期待的爱罗语音包即将上线！你「最喜欢哪一句」？先来一睹为快吧~#和平精英新春园林#  更多有趣的视频内容，快前往#和平精,105,181,413,video,1,和平精英的微博视频,1,爱罗,Anime,gpt
4852341805942980,MlXEgoW2w,2022-12-30T03:45:00+00:00,#2022和平精英年度回顾##难忘的2022游戏时刻#  2022这一年，人的可能性无限造就了和平精英大世界的可能性：因为每一位精英的加入，因为每一次破圈灌溉，共同孕育生长这片土壤的存在。 和平精英联,301,312,1079,video,1,和平精英的微博视频,1,腾讯新闻,Brand,gpt
4852338035261864,MlXybm4QM,2022-12-30T03:30:01+00:00,#PEL江南才子# | #电竞选手的手活有多好#  一园一世界，新局跃新年！ 为了让特种兵们更深度地体验江南文化，在新春园林版本上线之际，我们将在苏州耦园举办一场「数字国风新冒险」的新春园林游园会，T,104,109,330,image,0,#PEL江南才子#,0,,,gpt
4852330509369580,MlXm2Djsg,2022-12-30T03:00:07+00:00,#鸡仔皮一下# #次元大赏#  广州塔周围设立了专门的观景台 在观景台打卡真的有点美哦~还可以观赏灯光秀呢~ 鸡仔在观景台等着和各位特种兵一起打卡广州塔哦， 特种兵们「快来和鸡仔偶遇」吧~ #和平精英,403,1035,1365,image,0,2023动漫嘉年华,0,,,gpt
4852315380520807,MlWXE2bu7,2022-12-30T02:00:01+00:00,#光子鸡新春跨年动画##光子鸡年画大作战# 正式上映！ 为了迎接新年的到来，光子鸡小队全员一起绘制年画~ 谁知啾啾一笔落下，竟然点活了画中锦鲤？！ 而面对锦鲤想要化龙的心愿，光子鸡小队又将想出怎样的办,101,141,421,video,1,和平精英的微博视频,0,,,gpt
4852051143564365,MlQ5seXfL,2022-12-29T08:30:02+00:00,#鸡仔茶话会##次元大赏#  鸡仔今天登顶啦！！！ 1：1真实还原广州塔壮阔景色，不会还有人没打卡吧？！ 特种兵们快带上还有「一起打卡广州塔」吧~还有很多玩法等你体验，评论区分享一下你的打卡图，鸡仔将,411,1151,1520,video,1,和平精英的微博视频,0,,,gpt
4852043599065705,MlPThC2p3,2022-12-29T08:00:03+00:00,#2022和平精英全国大赛# 高校赛道、平台赛道、生态外卡赛道人物志火热来袭！南职院：镜头前的搞怪是我们友谊的象征，在南职院留下了美好回忆。山新院：山东省赛我们一同走过，和队友们一起获胜就是最快乐的时,102,119,372,image,0,#2022和平精英全国大赛#,0,,,rule
4852036044850129,MlPH6klJT,2022-12-29T07:30:01+00:00,#2022和平精英全国大赛# 城市赛道人物志火热来袭！广东男团战队@虎牙不求人 、@荒神不慌 、夜夜、酒C：游戏中记录下我们的辉煌时刻，帅气合照背后是我们共同的荣誉！广西HYBB战队：我们的城市和学校,105,107,341,image,0,#2022和平精英全国大赛#,0,,,rule
4852028490915854,MlPuV3QfQ,2022-12-29T07:00:00+00:00,和平精英现已适配#一加11#高品质振动。仿生振感马达加持，通过振动就能感知枪械装填、载具受攻击等一系列游戏状态信息，助你沉浸游戏。 关注@和平精英 @一加手机 并转发本条微博，鸡仔将通过@微博抽奖平台,1228,545,541,image,0,抽奖详情,1,一加手机,Brand,gpt
4851998296377893,MlOIdqLbf,2022-12-29T05:00:00+00:00,#和平精英##次元大赏# 新版本最强攻楼神器来咯~ boom~团圆鼓蹦床申请出战！ 攻楼时利用团圆鼓蹦床上高点能够轻松破局，特种兵们快去游戏中「尝试一下」吧~#和平精英新春园林#  更多有趣的视频内容,101,122,357,video,1,和平精英的微博视频,0,,,gpt
4851990746629370,MlOw2rOBk,2022-12-29T04:30:01+00:00,#2022和平精英全国大赛# 草根故事视频来袭！今天就让我们一起来听听他们的故事~ 面对无数犀利的质疑和提问，他们坚定的眼神与有力的话语述说着对电竞的热爱，用背后的努力和汗水默默回应一切，不惧赛场强敌,108,116,346,video,1,和平精英的微博视频,0,,,rule
4851983204483298,MlOjSiOjg,2022-12-29T04:00:03+00:00,#光子鸡新春跨年动画##光子鸡年画大作战# 预告片发布！ 2023年新春将至，光子鸡小队即将好戏开锣！ 12月30日，全网发布新动画，不见不散！ 和平精英的微博视频,101,111,345,video,1,和平精英的微博视频,0,,,gpt
4851968113120222,MlNVxd5Ia,2022-12-29T03:00:06+00:00,#集结吧!特种兵##次元大赏#  和队友一起乘坐紧急呼救器会自动跟随跳伞啦 鸡仔再也不担心跳伞时没有跟上大部队了~ 鸡仔要为这个新功能强烈打call~ 特种兵们觉得新版本还有那些「使用的小功能」呢？记,400,1044,1373,image,0,2023动漫嘉年华,0,,,gpt
4851703855710418,MlH3jnXxw,2022-12-28T09:30:01+00:00,#鸡仔茶话会##次元大赏#  鸡仔愿称新春园林为新版本刚枪圣地！ 落伞慢了连房子都抢不到（别问鸡仔怎么知道的！） 特种兵们「落伞首选新春园林的理由」是什么呢？快来评论区说出你的选择理由吧~   鸡仔将,427,1228,1405,image,0,2023动漫嘉年华,0,,,gpt
4851696302560576,MlGR8aK7C,2022-12-28T09:00:00+00:00,#2022和平年度精英名单# | #2022和平精英年度精英#  2022《和平精英》年度精英颁奖名单发布，和平精英年度精英合作伙伴名单正式出炉！ 恭喜一加、别克、TT语音、京东、欧莱雅美发、路特斯 ,103,125,457,image,0,#2022和平年度精英名单#,1,"一加, 别克, TT语音, 京东, 欧莱雅美发, 路特斯",Brand,gpt
4851688756220126,MlGEXq68C,2022-12-28T08:30:02+00:00,#2022和平年度精英名单# | #2022和平精英年度精英#  2022《和平精英》年度精英颁奖名单发布，和平精英年度精英创作者名单正式出炉！ 恭喜不羡仙、橙子游戏解说、方糖·海岛侦探、蓝枫学长、帅,108,122,405,image,0,#2022和平年度精英名单#,0,,,gpt
4851681387090516,MlGt4tKza,2022-12-28T08:00:45+00:00,#2022和平年度精英名单# | #2022和平精英年度精英#  2022《和平精英》年度精英颁奖名单发布，和平精英年度精英电竞人名单正式出炉！ 恭喜阿梅、屈涛、小游、正其、RSG·朗朗、LGD·诚c,105,113,389,image,0,#2022和平年度精英名单#,0,,,gpt
4851673664588076,MlGgCjfze,2022-12-28T07:30:04+00:00,#8倍镜重拳出击# 丨 #和平精英# 【安全信息公告】尊敬的特种兵：大家好，我是《和平精英》安全运营团队的8倍镜，我们致力于打造绿色健康、公平竞技的游戏环境，给特种兵带来更好的游戏体验。通过游戏中7*,1,13,332,image,0,#8倍镜重拳出击#,0,,,gpt
4851666111430998,MlG4r60gC,2022-12-28T07:00:02+00:00,#和平精英四排节# 这一个多月里，鸡仔认识了很多新朋友... 我们相识于海岛四排，常常一起组队上分拿福利，一起报名华晨宇和宋茜的水友赛，一起参加四场超级周末狂欢派对为喜欢的TA应援打call... 四,139,164,954,video,1,和平精英的微博视频,1,"华晨宇, 宋茜",Artist,gpt
4851658801023112,MlFSE4i9O,2022-12-28T06:31:00+00:00,#2022和平年度精英名单# | #2022和平精英年度精英#  2022《和平精英》年度精英颁奖名单发布，和平精英年度精英主播名单正式出炉！ 恭喜慢热lpc、难言言x、青受、若若跑的贼快、鲨鱼哟、突,427,745,15022,image,0,#2022和平年度精英名单#,0,,,gpt
4851658557492739,MlFSfvrcD,2022-12-28T06:30:02+00:00,#2022和平年度精英名单# | #2022和平精英年度精英#  2022《和平精英》年度精英颁奖名单发布，和平精英年度精英主播名单正式出炉！ 恭喜ANBK、A扬丷、爱罗、白起182、不求人、Dy花老,360,1372,30977,image,0,#2022和平年度精英名单#,0,,,gpt
4851651002772729,MlFG4bDjr,2022-12-28T06:00:00+00:00,#和平精英##次元大赏# 锦绣画团圆已经上线这么久了~ 鸡仔必须要给大家安利一波新春园林上分点位了 最后一个位置绝佳，特种兵们快一起去游戏中「尝试新的上分点位」吧~#和平精英新春园林#  更多有趣的视,109,127,369,video,1,和平精英的微博视频,0,,,gpt
4851646829694926,MlFzkEG5M,2022-12-28T05:43:26+00:00,#2022和平年度精英名单# | #2022和平精英年度精英#  2022《和平精英》年度颁奖名单正式发布！和平精英年度精英主播ANBK、A扬丷、爱罗、白起182、不求人、Dy花老湿、JD、蒋蒋、酷二,492,1062,27979,image,0,#2022和平年度精英名单#,0,,,gpt
4851635912181008,MlFhJ99ny,2022-12-28T05:00:02+00:00,#2022和平年度精英名单# | #2022和平精英年度精英#  2022《和平精英》年度精英颁奖精彩来袭！ 今日，《和平精英》生态各路精英在此集结，一起见证生态至高荣誉！ 感谢这一年来每一位生态伙伴,196,197,2197,video,1,和平精英的微博视频,0,,,gpt
4851628362960415,MlF5ycq8D,2022-12-28T04:30:02+00:00,和平精英数字代言人吉莉带来了系列Vlog，与特种兵们浏览海岛上的广州塔，打卡海岛最高视野，并挑战惊险刺激的“极速云霄”。 跟上吉利姐的脚步，一起线上游览广州塔吧！#和平精英穿粤了# 和平精英的微博视频,113,115,420,video,1,和平精英的微博视频,0,,,gpt
4851620807975836,MlETmxsSw,2022-12-28T04:00:01+00:00,#光子鸡新春跨年动画# 定档12月30日！ 鸡仔提前偷跑一个超级可爱的物料~满满都是彩蛋！ 特种兵们可以一起猜猜这次光子鸡小队将带来怎样的趣萌故事~ 和平精英的微博视频,103,118,398,video,1,和平精英的微博视频,0,,,gpt
4851605725521003,MlEv2nagr,2022-12-28T03:00:06+00:00,#集结吧!特种兵# 新春园林如何一举夺魁？ 那必然少不了无敌点位的加持呀！ 位置在新春园林的龙门上面，视角真的很nice~ 特种兵们「还有其他上分点位没」？记得评论区和鸡仔分享下哦~ #和平精英新春园,405,1061,1350,image,0,2023动漫嘉年华,0,,,gpt
4851590650926625,MlE6J3T3z,2022-12-28T02:00:12+00:00,#和平精英穿粤了# | #次元大赏#  海岛广州塔正式营业啦！鸡仔今早降落海岛，在L城就看见广州塔了！在广州，@广州塔 是每个游客都会打卡留影的城市地标。在海岛，我们也设置了四个最佳观景台，欢迎各位特,386,468,1215,image,0,抽奖详情,1,广州塔,Brand,gpt
4851398900454022,Mlz7s1U6W,2022-12-27T13:18:15+00:00,#和平精英穿粤了#  欢迎「光」临，和平精英！ 和平精英梦幻联动广州国际灯光节带来跨年灯光盛会 光子鸡穿粤广州化身点灯官，点亮城市中轴线大事件启动！ 12月27日晚七点起，盔仔携手灯光节吉祥物亮仔，在,18,112,612,video,1,和平精英的微博视频,1,广州国际灯光节,Other,gpt
4851351609416289,MlxTaDvBD,2022-12-27T10:10:20+00:00,#和平精英穿粤了# 2022和平精英广州文旅联动已重磅上线！各位明星朋友和电竞选手们也已进入穿粤预备状态！ 和代言人@华晨宇yu、@宋茜，@4AM战队 广州选手@33Svan、@广州TT和平精英分部 ,2504,934,30684,video,1,和平精英的微博视频,1,广州文旅,Other,gpt
4851333918099904,MlxqDxZ9C,2022-12-27T09:00:01+00:00,#四级包爆料时刻# | #和平精英新春园林# 【缤纷游园 欢乐萌趣】 萌趣嘉年华「SS21赛季手册」视频版爆料来啦~ 曾经［萌趣嘉年华］为了比赛梦想，有过一段孤单的岁月。那时候彼此卖萌逗趣，是她们给对,111,162,565,video,1,和平精英的微博视频,0,,,rule
4851326364948425,MlxeskLjj,2022-12-27T08:30:01+00:00,#四级包爆料时刻# | #和平精英新春园林# 【缤纷游园 欢乐萌趣】 萌趣嘉年华「SS21赛季手册」正式上线~ 关注@和平精英 转发本条，鸡仔将用@微博抽奖平台 揪6位特种兵每人送出「100Q币」皮肤,439,295,499,image,0,微博抽奖公示,0,,,gpt
